sample_name	metab-sample-id	age_units	anonymized_name	cage_food_consumption_g	cage_location	cage_notes	cage_number	collection_timestamp	description	diet	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experiment_duration	exposure_start	exposure_type	general_notes	genotype	geo_loc_name	host_age	host_body_habitat	host_body_product	host_body_site	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	latitude	longitude	mouse_notes	mouse_number	physical_specimen_location	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weight_units	age_bin	age_match
11829.A36.146.11	A36_146_11	weeks	A36.146.11	42.7	In chamber		A36	5/8/18 10:00	Mouse 146 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 146	10090.0	25.3	32.842	-117.258		Mouse 146	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A39.156.1	A39_156_1	weeks	A39.156.1	Not applicable	In chamber		A39	4/3/18 10:00	Mouse 156 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 156	10090.0	25.6	32.842	-117.258	Losing hair	Mouse 156	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A39.157.2	A39_157_2	weeks	A39.157.2	39.1	In chamber		A39	4/6/18 10:00	Mouse 157 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 157	10090.0	25.1	32.842	-117.258		Mouse 157	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A34.137.21	A34_137_21	weeks	A34.137.21	57.1	On shelf		A34	6/12/18 12:00	Mouse 137 stool collection 21 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 137	10090.0	30	32.842	-117.258		Mouse 137	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A39.156.11	A39_156_11	weeks	A39.156.11	50.1	In chamber		A39	5/8/18 10:00	Mouse 156 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 156	10090.0	27.3	32.842	-117.258		Mouse 156	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A39.158.1	A39_158_1	weeks	A39.158.1	Not applicable	In chamber		A39	4/3/18 10:00	Mouse 158 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 158	10090.0	25.5	32.842	-117.258		Mouse 158	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A39.158.21	A39_158_21	weeks	A39.158.21	57.1	In chamber		A39	6/12/18 10:00	Mouse 158 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 158	10090.0	31.2	32.842	-117.258		Mouse 158	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A38.151.2	A38_151_2	weeks	A38.151.2	36.5	In chamber		A38	4/6/18 10:00	Mouse 151 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 151	10090.0	25.8	32.842	-117.258		Mouse 151	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A39.155.2	A39_155_2	weeks	A39.155.2	39.1	In chamber		A39	4/6/18 10:00	Mouse 155 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 155	10090.0	26	32.842	-117.258		Mouse 155	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A42.169.1	A42_169_1	weeks	A42.169.1	Not applicable	In chamber		A42	4/3/18 11:00	Mouse 169 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 169	10090.0	26.9	32.842	-117.258		Mouse 169	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A43.173.2	A43_173_2	weeks	A43.173.2	41.5	In chamber		A43	4/6/18 11:00	Mouse 173 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 173	10090.0	26.8	32.842	-117.258		Mouse 173	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A36.144.21	A36_144_21	weeks	A36.144.21	47.7	In chamber		A36	6/12/18 10:00	Mouse 144 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 144	10090.0	32	32.842	-117.258	Missing hair around eyes	Mouse 144	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A38.153.21	A38_153_21	weeks	A38.153.21	48.3	In chamber		A38	6/12/18 10:00	Mouse 153 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 153	10090.0	32.8	32.842	-117.258		Mouse 153	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A40.159.2	A40_159_2	weeks	A40.159.2	44.8	In chamber		A40	4/6/18 11:00	Mouse 159 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 159	10090.0	27.8	32.842	-117.258		Mouse 159	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A38.153.1	A38_153_1	weeks	A38.153.1	Not applicable	In chamber		A38	4/3/18 10:00	Mouse 153 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 153	10090.0	30.2	32.842	-117.258		Mouse 153	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A40.160.1	A40_160_1	weeks	A40.160.1	Not applicable	In chamber		A40	4/3/18 11:00	Mouse 160 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 160	10090.0	26	32.842	-117.258		Mouse 160	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A36.146.1	A36_146_1	weeks	A36.146.1	Not applicable	In chamber		A36	4/3/18 10:00	Mouse 146 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 146	10090.0	24.5	32.842	-117.258		Mouse 146	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A43.172.1	A43_172_1	weeks	A43.172.1	Not applicable	In chamber		A43	4/3/18 11:00	Mouse 172 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 172	10090.0	27.8	32.842	-117.258		Mouse 172	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A40.162.21	A40_162_21	weeks	A40.162.21	50	In chamber		A40	6/12/18 11:00	Mouse 162 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 162	10090.0	37.7	32.842	-117.258		Mouse 162	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A42.169.11	A42_169_11	weeks	A42.169.11	48.2	In chamber		A42	5/8/18 11:00	Mouse 169 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 169	10090.0	29.6	32.842	-117.258		Mouse 169	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A34.135.21	A34_135_21	weeks	A34.135.21	24.4	On shelf		A34a	6/12/18 12:00	Mouse 135 stool collection 21 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 135	10090.0	34.4	32.842	-117.258		Mouse 135	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A36.146.2	A36_146_2	weeks	A36.146.2	34.4	In chamber		A36	4/6/18 10:00	Mouse 146 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 146	10090.0	23.4	32.842	-117.258		Mouse 146	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A41.166.1	A41_166_1	weeks	A41.166.1	Not applicable	In chamber		A41	4/3/18 11:00	Mouse 166 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 166	10090.0	26.8	32.842	-117.258		Mouse 166	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A36.143.21	A36_143_21	weeks	A36.143.21	47.7	In chamber		A36	6/12/18 10:00	Mouse 143 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 143	10090.0	32.9	32.842	-117.258	Missing hair around eyes	Mouse 143	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A36.145.2	A36_145_2	weeks	A36.145.2	34.4	In chamber		A36	4/6/18 10:00	Mouse 145 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 145	10090.0	25.3	32.842	-117.258		Mouse 145	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A37.148.1	A37_148_1	weeks	A37.148.1	Not applicable	In chamber		A37	4/3/18 10:00	Mouse 148 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 148	10090.0	27.2	32.842	-117.258		Mouse 148	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A41.164.11	A41_164_11	weeks	A41.164.11	44.4	In chamber		A41	5/8/18 11:00	Mouse 164 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 164	10090.0	29.8	32.842	-117.258		Mouse 164	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A43.174.2	A43_174_2	weeks	A43.174.2	41.5	In chamber		A43	4/6/18 11:00	Mouse 174 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 174	10090.0	26.8	32.842	-117.258		Mouse 174	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A37.147.21	A37_147_21	weeks	A37.147.21	52.7	In chamber		A37	6/12/18 10:00	Mouse 147 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 147	10090.0	31.7	32.842	-117.258		Mouse 147	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A42.170.2	A42_170_2	weeks	A42.170.2	40.8	In chamber		A42	4/6/18 11:00	Mouse 170 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 170	10090.0	27.7	32.842	-117.258		Mouse 170	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A43.172.11	A43_172_11	weeks	A43.172.11	44.5	In chamber		A43	5/8/18 11:00	Mouse 172 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 172	10090.0	31	32.842	-117.258		Mouse 172	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A38.152.11	A38_152_11	weeks	A38.152.11	47.6	In chamber		A38	5/8/18 10:00	Mouse 152 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 152	10090.0	31.8	32.842	-117.258		Mouse 152	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A34.138.21	A34_138_21	weeks	A34.138.21	57.1	On shelf		A34	6/12/18 12:00	Mouse 138 stool collection 21 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 138	10090.0	33.6	32.842	-117.258		Mouse 138	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A35.139.2	A35_139_2	weeks	A35.139.2	37.2	On shelf	Fighting cage	A35	4/6/18 12:00	Mouse 139 stool collection 2 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 139	10090.0	26.9	32.842	-117.258		Mouse 139	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A42.168.2	A42_168_2	weeks	A42.168.2	40.8	In chamber		A42	4/6/18 11:00	Mouse 168 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 168	10090.0	30.5	32.842	-117.258		Mouse 168	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A34.135.11	A34_135_11	weeks	A34.135.11	23.9	On shelf		A34a	5/8/18 12:00	Mouse 135 stool collection 11 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 135	10090.0	32.4	32.842	-117.258		Mouse 135	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A35.142.2	A35_142_2	weeks	A35.142.2	37.2	On shelf	Fighting cage	A35	4/6/18 12:00	Mouse 142 stool collection 2 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 142	10090.0	27.2	32.842	-117.258		Mouse 142	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A40.161.21	A40_161_21	weeks	A40.161.21	50	In chamber		A40	6/12/18 11:00	Mouse 161 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 161	10090.0	32.8	32.842	-117.258		Mouse 161	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A42.170.21	A42_170_21	weeks	A42.170.21	50.9	In chamber		A42	6/12/18 11:00	Mouse 170 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 170	10090.0	33	32.842	-117.258		Mouse 170	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A34.136.21	A34_136_21	weeks	A34.136.21	57.1	On shelf		A34	6/12/18 12:00	Mouse 136 stool collection 21 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 136	10090.0	33.5	32.842	-117.258		Mouse 136	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A36.143.1	A36_143_1	weeks	A36.143.1	Not applicable	In chamber		A36	4/3/18 10:00	Mouse 143 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 143	10090.0	28.4	32.842	-117.258		Mouse 143	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A41.163.1	A41_163_1	weeks	A41.163.1	Not applicable	In chamber		A41	4/3/18 11:00	Mouse 163 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 163	10090.0	25	32.842	-117.258		Mouse 163	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
